idx,dataset,method,repetition,repetition_name,mean_average_precision,average_precision_at_iou_50,expert_min,expert_mean,expert_max,expert_comparison
1283,cFOS_in_HC,cellpose,1,cyto2,0.57021415,0.7903226,0.4804230332374573,0.5314675331115722,0.5914366841316223,in expert range
1283,cFOS_in_HC,cellpose,2,cyto2,0.57021415,0.7903226,0.4804230332374573,0.5314675331115722,0.5914366841316223,in expert range
1283,cFOS_in_HC,cellpose,3,cyto2,0.57021415,0.7903226,0.4804230332374573,0.5314675331115722,0.5914366841316223,in expert range
1377,cFOS_in_HC,cellpose,1,cyto2,0.22861043,0.33333334,0.1774868071079254,0.3113987028598785,0.4288974702358246,in expert range
1377,cFOS_in_HC,cellpose,2,cyto2,0.22861043,0.33333334,0.1774868071079254,0.3113987028598785,0.4288974702358246,in expert range
1377,cFOS_in_HC,cellpose,3,cyto2,0.22861043,0.33333334,0.1774868071079254,0.3113987028598785,0.4288974702358246,in expert range
1385,cFOS_in_HC,cellpose,1,cyto2,0.41084462,0.61538464,0.4851681590080261,0.5054792940616608,0.5245562195777893,below worst expert
1385,cFOS_in_HC,cellpose,2,cyto2,0.41084462,0.61538464,0.4851681590080261,0.5054792940616608,0.5245562195777893,below worst expert
1385,cFOS_in_HC,cellpose,3,cyto2,0.41084462,0.61538464,0.4851681590080261,0.5054792940616608,0.5245562195777893,below worst expert
1418,cFOS_in_HC,cellpose,1,cyto2,0.23078549,0.3448276,0.1879209876060485,0.34217594861984246,0.5579797625541687,in expert range
1418,cFOS_in_HC,cellpose,2,cyto2,0.23078549,0.3448276,0.1879209876060485,0.34217594861984246,0.5579797625541687,in expert range
1418,cFOS_in_HC,cellpose,3,cyto2,0.23078549,0.3448276,0.1879209876060485,0.34217594861984246,0.5579797625541687,in expert range
1444,cFOS_in_HC,cellpose,1,cyto2,0.23608895,0.41379312,0.2180138081312179,0.2707730650901794,0.3618175387382507,in expert range
1444,cFOS_in_HC,cellpose,2,cyto2,0.23608895,0.41379312,0.2180138081312179,0.2707730650901794,0.3618175387382507,in expert range
1444,cFOS_in_HC,cellpose,3,cyto2,0.23608895,0.41379312,0.2180138081312179,0.2707730650901794,0.3618175387382507,in expert range
1582,cFOS_in_HC,cellpose,1,cyto2,0.14741202,0.23809524,0.1565476208925247,0.3289126604795456,0.4280568659305572,below worst expert
1582,cFOS_in_HC,cellpose,2,cyto2,0.14741202,0.23809524,0.1565476208925247,0.3289126604795456,0.4280568659305572,below worst expert
1582,cFOS_in_HC,cellpose,3,cyto2,0.14741202,0.23809524,0.1565476208925247,0.3289126604795456,0.4280568659305572,below worst expert
1599,cFOS_in_HC,cellpose,1,cyto2,0.14292352,0.20689656,0.1044762730598449,0.2666469067335129,0.4154863953590393,in expert range
1599,cFOS_in_HC,cellpose,2,cyto2,0.14292352,0.20689656,0.1044762730598449,0.2666469067335129,0.4154863953590393,in expert range
1599,cFOS_in_HC,cellpose,3,cyto2,0.14292352,0.20689656,0.1044762730598449,0.2666469067335129,0.4154863953590393,in expert range
1237,cFOS_in_HC,cellpose_single,1,1,0.27829927,0.62931037,0.1793700009584427,0.2995908707380295,0.4019233584403991,in expert range
1237,cFOS_in_HC,cellpose_single,2,2,0.27247578,0.63793105,0.1793700009584427,0.2995908707380295,0.4019233584403991,in expert range
1237,cFOS_in_HC,cellpose_single,3,3,0.2923738,0.6434783,0.1793700009584427,0.2995908707380295,0.4019233584403991,in expert range
1283,cFOS_in_HC,cellpose_single,1,1,0.52511084,0.8769231,0.4804230332374573,0.5314675331115722,0.5914366841316223,in expert range
1283,cFOS_in_HC,cellpose_single,2,2,0.47865152,0.8028169,0.4804230332374573,0.5314675331115722,0.5914366841316223,below worst expert
1283,cFOS_in_HC,cellpose_single,3,3,0.47701678,0.8142857,0.4804230332374573,0.5314675331115722,0.5914366841316223,below worst expert
1377,cFOS_in_HC,cellpose_single,1,1,0.22333816,0.45454547,0.1774868071079254,0.3113987028598785,0.4288974702358246,in expert range
1377,cFOS_in_HC,cellpose_single,2,2,0.16441919,0.36363637,0.1774868071079254,0.3113987028598785,0.4288974702358246,below worst expert
1377,cFOS_in_HC,cellpose_single,3,3,0.2743792,0.5681818,0.1774868071079254,0.3113987028598785,0.4288974702358246,in expert range
1385,cFOS_in_HC,cellpose_single,1,1,0.4411006,0.8947368,0.4851681590080261,0.5054792940616608,0.5245562195777893,below worst expert
1385,cFOS_in_HC,cellpose_single,2,2,0.4524916,0.85,0.4851681590080261,0.5054792940616608,0.5245562195777893,below worst expert
1385,cFOS_in_HC,cellpose_single,3,3,0.4021356,0.78571427,0.4851681590080261,0.5054792940616608,0.5245562195777893,below worst expert
1418,cFOS_in_HC,cellpose_single,1,1,0.33179837,0.625,0.1879209876060485,0.34217594861984246,0.5579797625541687,in expert range
1418,cFOS_in_HC,cellpose_single,2,2,0.343594,0.67741936,0.1879209876060485,0.34217594861984246,0.5579797625541687,in expert range
1418,cFOS_in_HC,cellpose_single,3,3,0.34485722,0.6451613,0.1879209876060485,0.34217594861984246,0.5579797625541687,in expert range
1444,cFOS_in_HC,cellpose_single,1,1,0.25045815,0.5,0.2180138081312179,0.2707730650901794,0.3618175387382507,in expert range
