dataset,method,repetition,repetition_name,idx,uncertainty_score,dice_score_class0,dice_score_class1,dice_score_class2,average_dice_score,dice_score_class3
gleason,nnunet,3,3,slide006_core023,,0.8648340006617982,0.8875668070561417,0.0,0.5841336025726466,
gleason,nnunet,3,3,slide006_core102,,0.9545587563096587,0.6581251400702218,0.962539694495831,0.8584078636252372,
gleason,nnunet,3,3,slide002_core084,,0.8386926113998872,0.7414625530789384,0.741910726526021,0.7740219636682822,
gleason,nnunet,3,3,slide006_core125,,0.8962007857443681,0.6037788867224415,0.6296205790600069,0.7098667505089388,
gleason,nnunet,3,3,slide003_core134,,0.8734135198977128,0.901550750268603,,0.8874821350831579,
gleason,nnunet,3,3,slide005_core045,,0.9030983554717041,0.0,0.8825995471303721,0.5952326342006921,
gleason,nnunet,3,3,slide001_core095,,0.9539369691217001,0.6824593193267978,0.5210619688665131,0.7191527524383371,
gleason,nnunet,3,3,slide006_core086,,0.7774522340664264,0.4649680589712086,0.0,0.4141400976792116,
gleason,nnunet,3,3,slide003_core055,,0.8953431334650823,0.7647050810794952,0.5326697330583483,0.7309059825343086,
gleason,nnunet,3,3,slide001_core059,,0.9394463353603558,0.7783486759209899,0.6862377812605605,0.8013442641806354,
gleason,nnunet,3,3,slide006_core108,,0.9368352234190872,0.8878740186504214,0.0,0.6082364140231695,
gleason,nnunet,3,3,slide003_core135,,0.9804860364814482,0.4312832663183431,0.7701567265400664,0.7273086764466191,
gleason,nnunet,3,3,slide005_core021,,0.9607990219357371,0.9049044636532202,0.4888994505906087,0.7848676453931888,
gleason,nnunet,3,3,slide003_core097,,0.963146235963153,0.0,0.9706673912939606,0.6446045424190379,
gleason,nnunet,3,3,slide001_core005,,0.9615913523164626,0.0,0.9753707651251038,0.6456540391471889,
gleason,nnunet,3,3,slide001_core004,,0.9474534576818562,0.0,0.9514986451311913,0.6329840342710158,
gleason,nnunet,3,3,slide001_core014,,0.9711005252364454,0.8167648837856255,0.20924702115582666,0.6657041433926325,
gleason,nnunet,3,3,slide006_core110,,0.9282522999509986,0.8244686858775339,0.8624397658757026,0.8717202505680784,
gleason,nnunet,3,3,slide002_core050,,0.9883260875423038,0.0,0.8512083082654758,0.6131781319359265,
gleason,nnunet,3,3,slide002_core074,,0.9106656055471173,,0.0659248206566761,0.3557479740852125,0.09065349605184424
gleason,nnunet,3,3,slide007_core047,,0.8890378502764285,0.31061583443183055,0.2043911796801891,0.4680149547961494,
gleason,nnunet,3,3,slide005_core147,,0.8949425552437411,0.7281205692700649,0.6557102750069125,0.7595911331735729,
gleason,nnunet,3,3,slide007_core055,,0.8344334373920778,0.6504212130453823,,0.74242732521873,
gleason,nnunet,3,3,slide005_core122,,0.901902405617998,0.9164330712129269,0.0,0.6061118256103083,
gleason,nnunet,3,3,slide006_core113,,0.9068198683959778,0.8248806004814321,0.9245433084627657,0.885414592446725,
gleason,nnunet,3,3,slide006_core142,,0.8602104689816565,0.015285272805579274,0.7504127342107684,0.5419694919993346,
gleason,nnunet,3,3,slide005_core038,,0.8379203639396886,0.8355863641701364,0.0,0.5578355760366084,
gleason,nnunet,3,3,slide005_core051,,0.9498961812852015,0.8550888254401626,0.0,0.6016616689084547,
gleason,nnunet,3,3,slide005_core064,,0.9604122735465231,0.7570299988466135,0.5818393252890286,0.7664271992273884,
gleason,nnunet,3,3,slide003_core114,,0.8129125466717408,0.0,0.0,0.27097084889058026,
gleason,nnunet,3,3,slide006_core105,,0.9422897669807628,0.9443246497404046,0.0,0.6288714722403892,
gleason,nnunet,3,3,slide005_core018,,0.9553955994271441,0.0,0.9389321944506483,0.6314425979592642,
gleason,nnunet,3,3,slide005_core057,,0.9426326004552302,0.7805935165973019,0.9098823282170793,0.8777028150898705,
gleason,nnunet,3,3,slide002_core096,,0.975383331610684,0.9850796417099513,,0.9802314866603177,
gleason,nnunet,3,3,slide002_core041,,0.9549543627690343,0.0,0.9647823119477462,0.6399122249055935,
gleason,nnunet,3,3,slide003_core136,,0.9636637015248095,0.01025872794125677,0.08665436536187536,0.35352559827598057,
gleason,nnunet,3,3,slide001_core030,,0.9633212776250395,0.0,0.9759232419567071,0.6464148398605821,
gleason,nnunet,3,3,slide002_core062,,0.8675595785313158,0.7930771358881482,0.0,0.5535455714731546,
gleason,nnunet,3,3,slide006_core016,,0.8877264370562598,0.28941914927710216,0.7248991416359473,0.6340149093231031,
gleason,nnunet,3,3,slide005_core017,,0.9515364258283936,0.0,0.9739152342684317,0.6418172200322751,
gleason,nnunet,3,3,slide007_core056,,0.8943349439348822,0.9323649619886002,0.0,0.6088999686411608,
gleason,nnunet,3,3,slide005_core029,,0.6983284042497843,0.7350063913160156,0.0,0.47777826518859995,
gleason,nnunet,3,3,slide001_core039,,0.9400713839766677,0.7688814291758896,0.9545978340186115,0.887850215723723,
gleason,nnunet,3,3,slide001_core011,,0.7337219306490192,0.19842043286623293,0.39246008039941455,0.44153414797155555,
gleason,nnunet,3,3,slide001_core010,,0.9436540523592362,0.0,0.9542476601629156,0.47447542813053795,0.0
