dataset,method,comparison,repetition_a,repetition_a_name,repetition_b,repetition_b_name,idx,threshold,average_precision
cFOS_in_HC,deepflash2,1,1,1,3,3,1599,0.85,0.90909094
cFOS_in_HC,deepflash2,1,1,1,3,3,1599,0.8999999999999999,0.82608694
cFOS_in_HC,deepflash2,1,1,1,3,3,1599,0.95,0.68
cFOS_in_HC,deepflash2,1,1,1,3,3,1582,0.5,1.0
cFOS_in_HC,deepflash2,1,1,1,3,3,1582,0.55,1.0
cFOS_in_HC,deepflash2,1,1,1,3,3,1582,0.6,1.0
cFOS_in_HC,deepflash2,1,1,1,3,3,1582,0.65,1.0
cFOS_in_HC,deepflash2,1,1,1,3,3,1582,0.7,1.0
cFOS_in_HC,deepflash2,1,1,1,3,3,1582,0.75,1.0
cFOS_in_HC,deepflash2,1,1,1,3,3,1582,0.8,1.0
cFOS_in_HC,deepflash2,1,1,1,3,3,1582,0.85,0.9130435
cFOS_in_HC,deepflash2,1,1,1,3,3,1582,0.8999999999999999,0.76
cFOS_in_HC,deepflash2,1,1,1,3,3,1582,0.95,0.46666667
cFOS_in_HC,deepflash2,1,1,1,3,3,1377,0.5,0.8648649
cFOS_in_HC,deepflash2,1,1,1,3,3,1377,0.55,0.8648649
cFOS_in_HC,deepflash2,1,1,1,3,3,1377,0.6,0.8648649
cFOS_in_HC,deepflash2,1,1,1,3,3,1377,0.65,0.81578946
cFOS_in_HC,deepflash2,1,1,1,3,3,1377,0.7,0.81578946
cFOS_in_HC,deepflash2,1,1,1,3,3,1377,0.75,0.81578946
cFOS_in_HC,deepflash2,1,1,1,3,3,1377,0.8,0.81578946
cFOS_in_HC,deepflash2,1,1,1,3,3,1377,0.85,0.7692308
cFOS_in_HC,deepflash2,1,1,1,3,3,1377,0.8999999999999999,0.7692308
cFOS_in_HC,deepflash2,1,1,1,3,3,1377,0.95,0.7692308
cFOS_in_HC,deepflash2,2,2,2,3,3,1237,0.5,0.9611651
cFOS_in_HC,deepflash2,2,2,2,3,3,1237,0.55,0.9611651
cFOS_in_HC,deepflash2,2,2,2,3,3,1237,0.6,0.9611651
cFOS_in_HC,deepflash2,2,2,2,3,3,1237,0.65,0.9611651
cFOS_in_HC,deepflash2,2,2,2,3,3,1237,0.7,0.9611651
cFOS_in_HC,deepflash2,2,2,2,3,3,1237,0.75,0.9611651
cFOS_in_HC,deepflash2,2,2,2,3,3,1237,0.8,0.9238095
cFOS_in_HC,deepflash2,2,2,2,3,3,1237,0.85,0.88785046
cFOS_in_HC,deepflash2,2,2,2,3,3,1237,0.8999999999999999,0.853211
cFOS_in_HC,deepflash2,2,2,2,3,3,1237,0.95,0.62903225
cFOS_in_HC,deepflash2,2,2,2,3,3,1283,0.5,0.98571426
cFOS_in_HC,deepflash2,2,2,2,3,3,1283,0.55,0.98571426
cFOS_in_HC,deepflash2,2,2,2,3,3,1283,0.6,0.98571426
cFOS_in_HC,deepflash2,2,2,2,3,3,1283,0.65,0.98571426
cFOS_in_HC,deepflash2,2,2,2,3,3,1283,0.7,0.98571426
cFOS_in_HC,deepflash2,2,2,2,3,3,1283,0.75,0.98571426
cFOS_in_HC,deepflash2,2,2,2,3,3,1283,0.8,0.98571426
cFOS_in_HC,deepflash2,2,2,2,3,3,1283,0.85,0.9577465
cFOS_in_HC,deepflash2,2,2,2,3,3,1283,0.8999999999999999,0.9041096
cFOS_in_HC,deepflash2,2,2,2,3,3,1283,0.95,0.8051948
cFOS_in_HC,deepflash2,2,2,2,3,3,1385,0.5,0.9
cFOS_in_HC,deepflash2,2,2,2,3,3,1385,0.55,0.9
cFOS_in_HC,deepflash2,2,2,2,3,3,1385,0.6,0.9
cFOS_in_HC,deepflash2,2,2,2,3,3,1385,0.65,0.9
cFOS_in_HC,deepflash2,2,2,2,3,3,1385,0.7,0.9
cFOS_in_HC,deepflash2,2,2,2,3,3,1385,0.75,0.9
cFOS_in_HC,deepflash2,2,2,2,3,3,1385,0.8,0.9
cFOS_in_HC,deepflash2,2,2,2,3,3,1385,0.85,0.9
cFOS_in_HC,deepflash2,2,2,2,3,3,1385,0.8999999999999999,0.85365856
cFOS_in_HC,deepflash2,2,2,2,3,3,1385,0.95,0.85365856
cFOS_in_HC,deepflash2,2,2,2,3,3,1582,0.5,1.0
cFOS_in_HC,deepflash2,2,2,2,3,3,1582,0.55,1.0
cFOS_in_HC,deepflash2,2,2,2,3,3,1582,0.6,0.9130435
cFOS_in_HC,deepflash2,2,2,2,3,3,1582,0.65,0.9130435
cFOS_in_HC,deepflash2,2,2,2,3,3,1582,0.7,0.9130435
cFOS_in_HC,deepflash2,2,2,2,3,3,1582,0.75,0.9130435
cFOS_in_HC,deepflash2,2,2,2,3,3,1582,0.8,0.76
cFOS_in_HC,deepflash2,2,2,2,3,3,1582,0.85,0.76
cFOS_in_HC,deepflash2,2,2,2,3,3,1582,0.8999999999999999,0.76
cFOS_in_HC,deepflash2,2,2,2,3,3,1582,0.95,0.51724136
cFOS_in_HC,deepflash2,2,2,2,3,3,1599,0.5,1.0
cFOS_in_HC,deepflash2,2,2,2,3,3,1599,0.55,1.0
cFOS_in_HC,deepflash2,2,2,2,3,3,1599,0.6,1.0
cFOS_in_HC,deepflash2,2,2,2,3,3,1599,0.65,1.0
cFOS_in_HC,deepflash2,2,2,2,3,3,1599,0.7,0.90909094
cFOS_in_HC,deepflash2,2,2,2,3,3,1599,0.75,0.90909094
cFOS_in_HC,deepflash2,2,2,2,3,3,1599,0.8,0.90909094
cFOS_in_HC,deepflash2,2,2,2,3,3,1599,0.85,0.82608694
cFOS_in_HC,deepflash2,2,2,2,3,3,1599,0.8999999999999999,0.75
cFOS_in_HC,deepflash2,2,2,2,3,3,1599,0.95,0.61538464
cFOS_in_HC,deepflash2,2,2,2,3,3,1444,0.5,0.9166667
cFOS_in_HC,deepflash2,2,2,2,3,3,1444,0.55,0.9166667
cFOS_in_HC,deepflash2,2,2,2,3,3,1444,0.6,0.9166667
cFOS_in_HC,deepflash2,2,2,2,3,3,1444,0.65,0.9166667
cFOS_in_HC,deepflash2,2,2,2,3,3,1444,0.7,0.9166667
cFOS_in_HC,deepflash2,2,2,2,3,3,1444,0.75,0.9166667
cFOS_in_HC,deepflash2,2,2,2,3,3,1444,0.8,0.9166667
cFOS_in_HC,deepflash2,2,2,2,3,3,1444,0.85,0.725
cFOS_in_HC,deepflash2,2,2,2,3,3,1444,0.8999999999999999,0.64285713
cFOS_in_HC,deepflash2,2,2,2,3,3,1444,0.95,0.53333336
cFOS_in_HC,deepflash2,2,2,2,3,3,1377,0.5,0.9230769
cFOS_in_HC,deepflash2,2,2,2,3,3,1377,0.55,0.9230769
cFOS_in_HC,deepflash2,2,2,2,3,3,1377,0.6,0.9230769
cFOS_in_HC,deepflash2,2,2,2,3,3,1377,0.65,0.8292683
cFOS_in_HC,deepflash2,2,2,2,3,3,1377,0.7,0.78571427
cFOS_in_HC,deepflash2,2,2,2,3,3,1377,0.75,0.74418604
cFOS_in_HC,deepflash2,2,2,2,3,3,1377,0.8,0.74418604
cFOS_in_HC,deepflash2,2,2,2,3,3,1377,0.85,0.74418604
cFOS_in_HC,deepflash2,2,2,2,3,3,1377,0.8999999999999999,0.74418604
cFOS_in_HC,deepflash2,2,2,2,3,3,1377,0.95,0.5
cFOS_in_HC,deepflash2,2,2,2,3,3,1418,0.5,1.0
cFOS_in_HC,deepflash2,2,2,2,3,3,1418,0.55,1.0
cFOS_in_HC,deepflash2,2,2,2,3,3,1418,0.6,1.0
cFOS_in_HC,deepflash2,2,2,2,3,3,1418,0.65,1.0
cFOS_in_HC,deepflash2,2,2,2,3,3,1418,0.7,1.0
cFOS_in_HC,deepflash2,2,2,2,3,3,1418,0.75,1.0
cFOS_in_HC,deepflash2,2,2,2,3,3,1418,0.8,1.0
cFOS_in_HC,deepflash2,2,2,2,3,3,1418,0.85,0.9310345
cFOS_in_HC,deepflash2,2,2,2,3,3,1418,0.8999999999999999,0.8666667
cFOS_in_HC,deepflash2,2,2,2,3,3,1418,0.95,0.47368422
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2366,0.5,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2366,0.55,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2366,0.6,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2366,0.65,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2366,0.7,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2366,0.75,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2366,0.8,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2366,0.85,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2366,0.8999999999999999,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2366,0.95,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2359,0.5,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2359,0.55,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2359,0.6,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2359,0.65,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2359,0.7,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2359,0.75,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2359,0.8,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2359,0.85,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2359,0.8999999999999999,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2359,0.95,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2368,0.5,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2368,0.55,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2368,0.6,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2368,0.65,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2368,0.7,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2368,0.75,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2368,0.8,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2368,0.85,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2368,0.8999999999999999,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2368,0.95,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2364,0.5,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2364,0.55,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2364,0.6,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2364,0.65,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2364,0.7,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2364,0.75,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2364,0.8,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2364,0.85,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2364,0.8999999999999999,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2364,0.95,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2363,0.5,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2363,0.55,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2363,0.6,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2363,0.65,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2363,0.7,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2363,0.75,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2363,0.8,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2363,0.85,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2363,0.8999999999999999,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2363,0.95,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2355,0.5,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2355,0.55,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2355,0.6,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2355,0.65,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2355,0.7,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2355,0.75,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2355,0.8,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2355,0.85,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2355,0.8999999999999999,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2355,0.95,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2354,0.5,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2354,0.55,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2354,0.6,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2354,0.65,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2354,0.7,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2354,0.75,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2354,0.8,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2354,0.85,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2354,0.8999999999999999,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2354,0.95,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2365,0.5,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2365,0.55,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2365,0.6,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2365,0.65,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2365,0.7,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2365,0.75,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2365,0.8,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2365,0.85,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2365,0.8999999999999999,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2365,0.95,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2366,0.5,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2366,0.55,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2366,0.6,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2366,0.65,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2366,0.7,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2366,0.75,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2366,0.8,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2366,0.85,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2366,0.8999999999999999,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2366,0.95,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2359,0.5,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2359,0.55,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2359,0.6,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2359,0.65,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2359,0.7,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2359,0.75,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2359,0.8,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2359,0.85,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2359,0.8999999999999999,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2359,0.95,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2368,0.5,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2368,0.55,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2368,0.6,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2368,0.65,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2368,0.7,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2368,0.75,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2368,0.8,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2368,0.85,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2368,0.8999999999999999,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2368,0.95,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2364,0.5,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2364,0.55,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2364,0.6,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2364,0.65,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2364,0.7,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2364,0.75,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2364,0.8,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2364,0.85,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2364,0.8999999999999999,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2364,0.95,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2363,0.5,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2363,0.55,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2363,0.6,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2363,0.65,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2363,0.7,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2363,0.75,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2363,0.8,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2363,0.85,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2363,0.8999999999999999,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2363,0.95,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2355,0.5,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2355,0.55,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2355,0.6,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2355,0.65,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2355,0.7,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2355,0.75,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2355,0.8,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2355,0.85,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2355,0.8999999999999999,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2355,0.95,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2354,0.5,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2354,0.55,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2354,0.6,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2354,0.65,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2354,0.7,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2354,0.75,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2354,0.8,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2354,0.85,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2354,0.8999999999999999,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2354,0.95,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2365,0.5,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2365,0.55,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2365,0.6,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2365,0.65,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2365,0.7,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2365,0.75,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2365,0.8,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2365,0.85,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2365,0.8999999999999999,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2365,0.95,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2366,0.5,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2366,0.55,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2366,0.6,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2366,0.65,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2366,0.7,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2366,0.75,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2366,0.8,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2366,0.85,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2366,0.8999999999999999,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2366,0.95,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2359,0.5,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2359,0.55,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2359,0.6,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2359,0.65,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2359,0.7,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2359,0.75,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2359,0.8,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2359,0.85,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2359,0.8999999999999999,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2359,0.95,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2368,0.5,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2368,0.55,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2368,0.6,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2368,0.65,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2368,0.7,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2368,0.75,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2368,0.8,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2368,0.85,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2368,0.8999999999999999,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2368,0.95,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2364,0.5,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2364,0.55,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2364,0.6,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2364,0.65,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2364,0.7,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2364,0.75,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2364,0.8,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2364,0.85,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2364,0.8999999999999999,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2364,0.95,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2363,0.5,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2363,0.55,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2363,0.6,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2363,0.65,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2363,0.7,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2363,0.75,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2363,0.8,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2363,0.85,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2363,0.8999999999999999,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2363,0.95,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2355,0.5,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2355,0.55,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2355,0.6,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2355,0.65,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2355,0.7,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2355,0.75,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2355,0.8,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2355,0.85,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2355,0.8999999999999999,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2355,0.95,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2354,0.5,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2354,0.55,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2354,0.6,1.0
