dataset,method,comparison,repetition_a,repetition_a_name,repetition_b,repetition_b_name,idx,dice_score
GFAP_in_HC,nnunet,1,1,1,3,3,2375-0,0.9611519193533515
GFAP_in_HC,nnunet,1,1,1,3,3,2378-2,0.9593221240821539
GFAP_in_HC,nnunet,1,1,1,3,3,2376-2,0.9574867627139515
GFAP_in_HC,nnunet,2,2,2,3,3,2376-3,0.9572497383752714
GFAP_in_HC,nnunet,2,2,2,3,3,2377-0,0.9528394885348953
GFAP_in_HC,nnunet,2,2,2,3,3,2375-1,0.9550896365422397
GFAP_in_HC,nnunet,2,2,2,3,3,2377-2,0.9582239133930007
GFAP_in_HC,nnunet,2,2,2,3,3,2378-3,0.9614010310006356
GFAP_in_HC,nnunet,2,2,2,3,3,2375-0,0.9627418531636173
GFAP_in_HC,nnunet,2,2,2,3,3,2378-2,0.9603694755529452
GFAP_in_HC,nnunet,2,2,2,3,3,2376-2,0.9518950437317784
GFAP_in_HC,deepflash2,0,1,1,2,2,2375-0,0.9636744560838033
GFAP_in_HC,deepflash2,0,1,1,2,2,2378-3,0.9533168584446676
GFAP_in_HC,deepflash2,0,1,1,2,2,2377-2,0.9624599577803693
GFAP_in_HC,deepflash2,0,1,1,2,2,2377-0,0.967986220836714
GFAP_in_HC,deepflash2,0,1,1,2,2,2378-2,0.9531824174591152
GFAP_in_HC,deepflash2,0,1,1,2,2,2376-3,0.9513307984790875
GFAP_in_HC,deepflash2,0,1,1,2,2,2376-2,0.9655240973437252
GFAP_in_HC,deepflash2,0,1,1,2,2,2375-1,0.9674306795986845
GFAP_in_HC,deepflash2,1,1,1,3,3,2375-0,0.9599373868805948
GFAP_in_HC,deepflash2,1,1,1,3,3,2378-3,0.9593008928402176
GFAP_in_HC,deepflash2,1,1,1,3,3,2377-2,0.9649006329394061
GFAP_in_HC,deepflash2,1,1,1,3,3,2377-0,0.9668475157053112
GFAP_in_HC,deepflash2,1,1,1,3,3,2378-2,0.9646686295205822
GFAP_in_HC,deepflash2,1,1,1,3,3,2376-3,0.9573325028224394
GFAP_in_HC,deepflash2,1,1,1,3,3,2376-2,0.9695323571091167
GFAP_in_HC,deepflash2,1,1,1,3,3,2375-1,0.9703545694274149
GFAP_in_HC,deepflash2,2,2,2,3,3,2375-0,0.9612609252622875
GFAP_in_HC,deepflash2,2,2,2,3,3,2378-3,0.9537602512650497
GFAP_in_HC,deepflash2,2,2,2,3,3,2377-2,0.9613289115243397
GFAP_in_HC,deepflash2,2,2,2,3,3,2377-0,0.9642660180720336
GFAP_in_HC,deepflash2,2,2,2,3,3,2378-2,0.9574162274892202
GFAP_in_HC,deepflash2,2,2,2,3,3,2376-3,0.9516161094104083
GFAP_in_HC,deepflash2,2,2,2,3,3,2376-2,0.9693232131562303
GFAP_in_HC,deepflash2,2,2,2,3,3,2375-1,0.9682895044608547
